item_id,source_id,source_question_no,source_page,solution_page,source_fingerprint,structure_fingerprint,source_type_label,answer_key,response_format,primary_problem_type_id,secondary_problem_type_ids,concept_ids,prerequisite_concept_ids,future_connection_ids,difficulty,observed_accuracy_percent,observed_challenge_band,problem_family_id,variant_level,representation_type,condition_count,first_action_hint,expected_process_stages,likely_error_tags,variant_id,near_duplicate_group,duplicate_of,mapping_status,mapping_confidence,review_status
M2_SIMPY_150_S04_Q108,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,108,28,61,7ee82980613d4385d41ffedb860a67a54bafc0617aa07e74460267eb32168f25,298c2757480a41880e8d14a8f93e10ad44f11114d211dd091828c1ffca807873,삼각형의 변의 길이 구하기(2),80,integer,M2_SIMPY_PT153,,M2_SIMPY_C051,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,50,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT153,variant,pythagorean_geometry_diagram,3,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT153__M2SIMPY150S04_Q108,M2_SIMPY_PT153::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q109,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,109,28,61,174314ec3efd40bc43a5eadb3587a7ab0735de8793eacd473b65ca1e6157de95,2afe6d9ee2725628d8601c1da637bbe83558df3cc5ed4410d57c1e80d0e8712d,삼각형의 변의 길이 구하기(3),3,integer,M2_SIMPY_PT152,,M2_SIMPY_C051,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,core,70,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT152,variant,pythagorean_geometry_diagram,4,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT152__M2SIMPY150S04_Q109,M2_SIMPY_PT152::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q110,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,110,28,61,24388eb97a209cc1711341c97a4eeff5484f1f7b3661bbb68dd9f8ff3cf050da,d0c407e7b0acff61ef648eac75c09d17f0ce543b192255065da4fde79f2f396d,삼각형의 변의 길이 구하기(3),2,integer,M2_SIMPY_PT153,,M2_SIMPY_C051,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,52,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT153,variant,pythagorean_geometry_diagram,5,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT153__M2SIMPY150S04_Q110,M2_SIMPY_PT153::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q111,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,111,28,61,753476876bb9a4c0eef734668e4ebb67951ada8def6cadb310e5076dba4eab3d,6c8147d0ea5e3b517d62bebc3c6a8e0572748cd008b624925bf91b04b066174c,직각삼각형의 닮음과 피타고라스 정리,13/2,fraction,M2_SIMPY_PT156,,M2_SIMPY_C052,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,56,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT156,variant,pythagorean_geometry_diagram,6,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT156__M2SIMPY150S04_Q111,M2_SIMPY_PT156::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q112,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,112,29,62,7d90bd1e27093be019954a0d7a2feffa7d7766329321aea1eb6983a2ffd89bd5,c7509c29ae0f3206efbb9fc5af13179841dcbad3c1a92d1fa1d65589d1f35c72,직각삼각형의 닮음과 피타고라스 정리,9/5,fraction,M2_SIMPY_PT155,,M2_SIMPY_C052,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,core,69,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT155,variant,pythagorean_geometry_diagram,3,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT155__M2SIMPY150S04_Q112,M2_SIMPY_PT155::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q113,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,113,29,62,0aa4878a986f8ee6e589feca0386d3d6934f85e2074d634551da56bffeb2904f,2f141a6c1280d105c79b094cfb7d7b9f7365079d7b4fc16c9e0d89ec4d9373a2,직각삼각형의 닮음과 피타고라스 정리,104/5cm,length,M2_SIMPY_PT156,,M2_SIMPY_C052,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,58,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT156,variant,pythagorean_geometry_diagram,4,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT156__M2SIMPY150S04_Q113,M2_SIMPY_PT156::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q114,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,114,29,62,683add164eaae0e434f9e01ed01b881a320124c591bf73488aac6912802a14be,1f2d404be9677050115517c332f1a9c916fc864be992f2e34945263d30bbd0f2,사각형에서 피타고라스 정리의 이용(1) 대각선을 그어 푸는 경우,choice:3,single_choice,M2_SIMPY_PT157,,M2_SIMPY_C053,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,basic,70,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT157,variant,pythagorean_geometry_diagram,5,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT157__M2SIMPY150S04_Q114,M2_SIMPY_PT157::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q115,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,115,29,62,46ec7686b28d0c17d1b1c2a61f9b2e2619b42a7563ba3e80a87c0aa4662e17e2,b3c40fe6f421f93b27118b88354d8832481e477b01c0dd1f970299579a07da3d,사각형에서 피타고라스 정리의 이용(1) 대각선을 그어 푸는 경우,54,integer,M2_SIMPY_PT158,,M2_SIMPY_C053,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,core,73,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT158,variant,pythagorean_geometry_diagram,6,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT158__M2SIMPY150S04_Q115,M2_SIMPY_PT158::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q116,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,116,30,62,516bbae93f7765be5ec5592c0950b676546bb8cb27ab7470853579f040dacf95,59a463d6766670a3a98b7cb4dde5c83eb2b57e2b8ab12f0a25db95b0ffe2ad65,사각형에서 피타고라스 정리의 이용(2) 수선을 그어 푸는 경우,17cm,length,M2_SIMPY_PT158,,M2_SIMPY_C053,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,core,68,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT158,variant,pythagorean_geometry_diagram,3,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT158__M2SIMPY150S04_Q116,M2_SIMPY_PT158::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q117,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,117,30,63,50b35282ec740444f135fcbb8316ada457195621ee93c9a85b007f6064afcb87,c2c4db98e8d5514e111e290460affeaf4b00f1c423faace0653c279e82f7072f,사각형에서 피타고라스 정리의 이용(2) 수선을 그어 푸는 경우,choice:5,single_choice,M2_SIMPY_PT157,,M2_SIMPY_C053,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,basic,83,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT157,variant,pythagorean_geometry_diagram,4,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT157__M2SIMPY150S04_Q117,M2_SIMPY_PT157::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q118,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,118,30,63,f7ab42f19944bc92e87af1f09514b9c41fcabf5c65c07e176823966a48a51ae3,ca0b4ee2df9fc1ddfc041ece8ad1c672b44f6aad3d06b8a03e255c5d074f3db9,사각형에서 피타고라스 정리의 이용(2) 수선을 그어 푸는 경우,66,integer,M2_SIMPY_PT158,,M2_SIMPY_C053,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,core,77,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT158,variant,pythagorean_geometry_diagram,5,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT158__M2SIMPY150S04_Q118,M2_SIMPY_PT158::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q119,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,119,30,63,0fc17ffbfdc74e53d76b29a734c9dab80b90b2cbbb34c0e87b2d47dade83ae08,8ee8315a299b211934d94839dc6bebc7d236f8e2ebd9e61cedcbe099bae13055,직사각형의 대각선의 길이,14/5cm,length,M2_SIMPY_PT158,,M2_SIMPY_C053,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,core,62,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT158,variant,pythagorean_geometry_diagram,6,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT158__M2SIMPY150S04_Q119,M2_SIMPY_PT158::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q120,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,120,31,63,18b73b1aab795059f72bcb3cd71bb963237028858e48b3446467013ad844217a,a63a45cecb9b1a20b6d55e82103b020108c4ba0a958831454299e7a482b56351,직사각형의 대각선의 길이,85/13cm,length,M2_SIMPY_PT158,,M2_SIMPY_C053,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,core,60,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT158,variant,pythagorean_geometry_diagram,3,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT158__M2SIMPY150S04_Q120,M2_SIMPY_PT158::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q121,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,121,31,64,16ac83c1dd90b97722538465c16df12ad0a4cbf6f88f1005e18b3f5caba2e02d,dd1cee5171122a1e34cb4c9e7d5a291c7c5187ef0d74d50aa76c4168670b57a5,직사각형의 대각선의 길이,336/25cm²,area,M2_SIMPY_PT159,,M2_SIMPY_C053,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,52,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT159,variant,pythagorean_geometry_diagram,4,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT159__M2SIMPY150S04_Q121,M2_SIMPY_PT159::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q122,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,122,31,64,c0d5503bf7825d27e54988b061ea7a95e8ac6377c330c061d7265ece20123519,34ada26508590e12c1aed731cf3b0885c36f2261e8e1d9c220ee53ba1bafaf44,이등변삼각형의 높이와 넓이,14cm,length,M2_SIMPY_PT161,,M2_SIMPY_C054,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,core,78,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT161,variant,pythagorean_geometry_diagram,5,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT161__M2SIMPY150S04_Q122,M2_SIMPY_PT161::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q123,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,123,31,64,871bc383baf29249f017369c1cd6f0aec39d3527310b49b020c365369bb3d43e,7891de4be9d2dc1d74a77cc214602ba2b9491c04675cf620227c4af27df1b10b,이등변삼각형의 높이와 넓이,240/49cm,length,M2_SIMPY_PT162,,M2_SIMPY_C054,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,39,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT162,variant,pythagorean_geometry_diagram,6,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT162__M2SIMPY150S04_Q123,M2_SIMPY_PT162::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q124,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,124,32,64,2eb5f91aa4bf5d12c097de7526d6c2399c80ae237fe79c63f328fc570004bc72,a18c910b9825b3c83f585f9e6576a7b0dd2a5fc100349c89f6cb558da7fcdcdc,피타고라스 정리의 설명(1) 유클리드의 방법,37,integer,M2_SIMPY_PT165,,M2_SIMPY_C055,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,74,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT165,variant,area_dissection_proof_diagram,3,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT165__M2SIMPY150S04_Q124,M2_SIMPY_PT165::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q125,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,125,32,65,2961855b74bc00a92b9b4fa302665e9176234717c492973db0216011a707e896,099e51806c0bbd7b2bf67d41c41e06ccb9d51e8a616bceaad7ebb7146cbb3fd2,피타고라스 정리의 설명(2) 피타고라스의 방법,81cm²,area,M2_SIMPY_PT165,,M2_SIMPY_C055,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,78,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT165,variant,area_dissection_proof_diagram,4,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT165__M2SIMPY150S04_Q125,M2_SIMPY_PT165::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q126,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,126,32,65,ce43759e9971e8d549b03e452a86128a7c1377a4e1cdb0769ca1749c68b995be,8f3f97072cfdad51648e75cd1612fa7c71cf400354c65a9cdaf6710a7fff5133,피타고라스 정리의 설명(3) 가필드의 방법,32cm²,area,M2_SIMPY_PT165,,M2_SIMPY_C055,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,75,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT165,variant,area_dissection_proof_diagram,5,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT165__M2SIMPY150S04_Q126,M2_SIMPY_PT165::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q127,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,127,32,65,5b9e7d31d82c78669eedab4232c547218a0cf10cc56bebc80c84390f46b5ad13,575398894b066f3ea2da759ac5e9fc8bcb15973e52dc3ed8f2242ef4f80c5d3f,피타고라스 정리의 설명(4) 바스카라의 방법,49cm²,area,M2_SIMPY_PT165,,M2_SIMPY_C055,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,70,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT165,variant,area_dissection_proof_diagram,6,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT165__M2SIMPY150S04_Q127,M2_SIMPY_PT165::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q128,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,128,33,65,b02eedcba224616a1880028e4f507c5bc9ac1dd98837af39a05b46895908d57a,ca710df3c47aefed9c922221f3e2b7343ab10fda8352d2f5c6d4864089f7d050,피타고라스 정리의 설명(4) 바스카라의 방법,1cm²,area,M2_SIMPY_PT165,,M2_SIMPY_C055,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,71,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT165,variant,area_dissection_proof_diagram,3,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT165__M2SIMPY150S04_Q128,M2_SIMPY_PT165::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q129,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,129,33,65,297a17e5ba3c99d69ad3aa270f81a5551f7885ad6a15ec6c9b0a101413012011,ad60a3da56c0ccda60c8bf050dae1b7eb6e99f104633fe6add8c1186b74b4f51,직각삼각형이 되기 위한 조건,25,integer,M2_SIMPY_PT167,,M2_SIMPY_C056,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,core,90,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT167,variant,pythagorean_geometry_diagram,4,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT167__M2SIMPY150S04_Q129,M2_SIMPY_PT167::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q130,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,130,33,65,f94fb693d2027377726126743c30185f020c92d2ac93a7b2999f2af7a4c8ee77,2e5a560996d63f0ee54cc5806c813ecc5fda388a189f3fec1bc6568567b1b318,직각삼각형이 되기 위한 조건,choice:2,single_choice,M2_SIMPY_PT166,,M2_SIMPY_C056,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,basic,90,low_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT166,variant,pythagorean_geometry_diagram,5,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT166__M2SIMPY150S04_Q130,M2_SIMPY_PT166::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q131,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,131,33,65,23cf329a341301cb73685647e996521c1b8c6d141e6473fa73d48653d202209e,0a0b93c735d059c79a3dfb80df5879a7bd0b06c53319225a2443ce702bbfdef7,각의 크기에 따른 삼각형의 변의 길이,choice:5,single_choice,M2_SIMPY_PT166,,M2_SIMPY_C056,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,basic,75,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT166,variant,pythagorean_geometry_diagram,6,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT166__M2SIMPY150S04_Q131,M2_SIMPY_PT166::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q132,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,132,34,65,906546af27ca62c032d6556e1f46e9c2f10e911fcd8fc386e3ec97f81052d271,a949a09d7aeec888967ee6f8eea6bca9f42c3a34c887d0f1409119a036e10001,각의 크기에 따른 삼각형의 변의 길이,choice:2,single_choice,M2_SIMPY_PT166,,M2_SIMPY_C056,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,basic,72,medium_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT166,variant,pythagorean_geometry_diagram,3,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT166__M2SIMPY150S04_Q132,M2_SIMPY_PT166::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q133,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,133,34,65,93f272f80638e90a7a833f043b43261301f3ef3d7ed73de8db9cb1d3dafb6a5d,7f4c580e2418034b5250270673fb5a4fa4f27984fbe40f28322060c215947ca8,피타고라스 정리의 활용(1) 직각삼각형,68,integer,M2_SIMPY_PT171,,M2_SIMPY_C057,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,50,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT171,variant,pythagorean_geometry_diagram,4,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT171__M2SIMPY150S04_Q133,M2_SIMPY_PT171::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
M2_SIMPY_150_S04_Q134,SRC_M2_SIMPYTH_150_WORKSHEET_SET04_20260711,134,34,66,fe9851acbe04da048518fe50f02bcf6a3c67d436bc2b37aed6fbbf887455647c,7118c1e840195abfc58ef270cc4d50915f93101526349c552ce45af770a77017,피타고라스 정리의 활용(1) 직각삼각형,250,integer,M2_SIMPY_PT171,,M2_SIMPY_C057,M2_GEOM_C001|M2_GEOM_C005,M3_TRIG_C001|H1_GEOM_C001,advanced,51,high_observed_challenge,M2_SIMPY_FAM_M2_SIMPY_PT171,variant,pythagorean_geometry_diagram,5,직각을 표시하고 빗변을 확인한 뒤 a²+b²=c² 또는 그 역을 적용한다.,RECOGNIZE|START|CONDITION|TRANSFORM|CALCULATE|VERIFY,pythagorean_theorem|right_triangle|length_relation|square_area|geometry_application,M2_SIMPY_PT171__M2SIMPY150S04_Q134,M2_SIMPY_PT171::M2_SIMPY_SET04,,existing_canonical_type_matched,0.98,verified_against_problem_quick_answer_and_solution_structure
